858,11,234,2,268,1,88.35087413,5.963030303,1
547,7,142,0,173,4,83.17598592,6.317012072,1
193,3,50,0,61,5,86.70633333,4.543533333,0
651,8,161,1,217,4,72.38203804,7.111195652,1
95,2,27,1,30,5,99.1325,1.39962963,0
100,1,28,0,29,5,90.79357143,8.891428571,1
305,4,84,0,107,2,77.75571429,5.663452381,1
372,6,84,0,117,5,74.78928571,5.808571429,1
145,3,37,2,45,5,91.42477477,2.646126126,1
280,4,81,0,92,5,90.19236111,4.492530864,1
256,3,70,0,76,4,91.3002381,6.949809524,1
194,4,54,0,62,5,95.99916667,1.738148148,1
1513,18,387,1,526,3,70.02645349,7.186692506,0
490,7,131,0,170,5,78.05374046,5.021035987,0
694,5,171,0,227,5,59.81673684,14.21725146,1
102,3,31,0,32,1,109.0176344,-1.22655914,0
842,14,230,0,279,4,87.53652174,3.514459627,1
168,4,41,2,51,2,91.19710366,2.420853659,0
1476,16,394,6,457,5,83.71321383,8.002601523,1
97,2,23,0,29,5,88.49293478,3.593478261,1
1399,11,357,1,423,4,73.65330023,12.70604023,1
84,2,25,0,27,3,102.7795,0.1752,0
222,3,64,0,72,5,90.00666667,5.088854167,0
91,2,31,0,30,1,109.2315323,-0.26483871,1
351,4,89,0,118,5,72.08495787,7.718258427,1
263,4,67,0,86,5,81.24270522,4.883955224,1
725,8,222,1,236,5,88.73361486,7.36954955,0
245,6,67,0,75,5,100.7993408,0.864527363,0
777,8,212,0,245,4,82.16863208,8.569481132,1
197,3,55,0,65,3,88.24484848,4.105575758,1
147,1,39,0,48,4,63.12692308,15.29538462,0
1351,19,350,0,423,5,85.89248872,5.420726316,0
223,5,66,0,71,5,102.4279091,0.611060606,0
198,2,53,0,68,5,71.39410377,8.892830189,1
802,8,211,2,240,1,83.83688685,9.127831754,0
367,5,107,0,116,4,93.39811215,4.944672897,1
961,10,237,0,309,4,72.47823418,8.950675105,1
265,5,67,1,85,5,85.90564179,3.345373134,1
279,2,69,0,95,5,55.33923913,14.29869565,0
218,3,61,0,75,1,82.18027322,5.068797814,0
880,10,239,0,286,5,81.33967992,7.346778243,1
1472,17,393,0,473,5,81.54921419,7.245973657,1
1755,19,436,1,573,1,72.36039353,8.438982376,0
2251,22,560,6,709,5,73.88899351,9.667040584,1
453,8,129,0,150,4,92.09603198,2.680639535,1
703,13,189,0,225,4,91.36417582,2.837696378,0
207,2,49,0,76,5,50.75117347,10.12591837,1
113,4,33,2,35,5,108.7339773,-1.656212121,0
1452,10,381,0,479,5,61.80287008,15.03637795,1
393,5,115,0,124,3,92.26913043,5.687478261,1
204,3,55,1,67,5,85.16848485,4.687212121,1
516,12,154,0,167,5,102.0676082,0.299134199,1
720,5,184,0,242,4,58.2156087,14.8526087,0
802,10,207,0,237,5,88.96363043,6.625990338,1
507,7,153,0,160,4,96.17941176,4.642296919,1
651,10,186,0,214,3,90.62051613,3.865,1
1013,17,288,0,338,3,90.35220588,3.114928513,1
1139,11,294,0,358,3,76.69049165,9.638500309,1
123,1,24,0,43,2,30.9,13.99125,1
144,1,36,0,47,5,59.845,14.85,0
137,1,39,0,46,1,67.46538462,14.12358974,1
1739,22,453,0,546,5,83.96701535,6.409008629,1
271,5,81,0,93,4,93.25866667,1.959753086,1
100,3,28,0,35,4,91.61166667,-0.441904762,0
91,1,26,1,26,5,95.845,7.565,1
241,3,65,0,76,1,85.92641026,6.347487179,0
123,2,29,0,39,5,78.34508621,5.203103448,0
231,2,63,1,78,5,70.11964286,11.07666667,1
681,7,168,0,199,4,82.26428571,9.094821429,1
247,5,67,0,73,5,101.0578806,2.11761194,1
168,2,47,0,50,4,92.9825,6.655319149,1
106,3,29,0,37,5,89.0854023,0.107471264,1
163,3,50,0,50,2,105.3183333,1.801533333,1
242,6,70,0,74,5,105.5590476,0.20247619,1
111,2,31,0,37,5,90.12830645,2.683548387,1
145,4,36,0,48,5,84.9,1.476944444,1
413,6,111,0,132,1,87.45209459,4.823693694,1
483,5,133,0,144,4,88.23900752,8.466315789,0
127,3,38,0,38,5,109.3783333,0.176754386,0
162,2,36,0,53,3,64.015,8.135,1
3930,34,987,2,1245,2,70.65586134,11.28136242,1
274,4,79,0,83,4,97.9052057,4.295379747,1
226,3,53,0,67,1,81.95616352,6.890503145,0
151,3,42,0,47,5,97.95357143,2.000238095,1
351,4,95,0,117,5,78.53717105,7.329947368,1
217,3,55,0,73,5,75.93939394,5.767393939,1
115,3,33,0,36,5,103.3790909,-0.004242424,1
802,10,232,1,253,5,91.02924138,5.968017241,1
402,8,117,0,136,4,93.65216346,1.584551282,1
327,4,86,0,103,5,83.68924419,6.696627907,1
122,2,37,0,28,5,124.0358784,2.888648649,1
414,5,107,0,132,2,80.74764486,6.952056075,1
133,3,29,0,36,5,92.00264368,4.362298851,1
1327,12,348,0,441,2,70.19137931,10.49640805,0
101,2,26,0,37,4,73.24769231,2.822692308,1
771,13,217,3,256,4,90.0876994,3.153342786,0
361,7,106,1,115,1,99.68198113,1.705296496,0
1225,10,341,2,409,5,70.75311877,12.03715543,1
158,2,44,0,55,3,78.755,5.980454545,1
191,4,58,3,59,3,106.0588793,0.869482759,0
122,1,31,0,45,5,52.56354839,12.05516129,0
216,4,59,2,72,5,88.62307203,2.675847458,1
355,1,106,2,113,1,9.058207547,46.87518868,1
120,4,34,0,40,5,98.67808824,-1.050588235,0
965,11,252,0,303,3,81.86084416,7.524743867,1
580,6,157,0,183,5,81.66564225,8.536135881,0
344,4,83,0,107,5,76.7110994,7.885722892,1
782,7,205,0,244,5,76.41536585,10.64573519,1
1127,11,366,7,344,4,93.54842772,9.278467462,1
516,3,130,0,175,2,48.96705128,18.37605128,1
354,5,104,0,105,2,100.3095385,4.525576923,0
170,4,52,0,59,5,97.65153846,0.010384615,1
99,3,28,0,32,4,100.6759524,-0.605119048,1
174,4,47,0,57,4,92.30875,1.363723404,0
221,1,62,0,59,5,63.39854839,25.85983871,1
182,3,41,0,56,5,77.41211382,5.689674797,1
481,4,126,0,158,5,68.77678571,11.76579365,1
91,1,22,0,30,5,69.14136364,8.473181818,0
247,8,67,1,80,1,97.31944963,-0.39488806,0
177,3,43,0,57,5,80.14248062,4.548062016,1
96,3,28,1,30,5,106.7188095,-1.094761905,0
499,8,144,0,162,4,93.39,3.406319444,1
950,11,247,1,279,5,88.48331248,7.374195804,1
223,5,63,0,70,5,100.046,1.046349206,1
303,1,78,2,108,5,10.52653846,35.32269231,1
1132,17,299,10,342,5,92.21638599,4.665923667,1
218,1,54,4,73,5,37.65833333,24.01925926,1
1688,20,455,0,542,4,82.96748626,6.899197802,1
137,2,42,0,45,5,94.87714286,3.976904762,0
183,3,50,0,64,5,81.63033333,3.629533333,1
1852,32,519,0,586,4,94.85158147,2.986966522,1
320,7,90,1,105,5,95.085,1.247460317,1
135,2,38,0,42,1,94.04473684,4.305526316,0
126,3,34,1,39,4,98.2904902,1.17254902,1
184,2,46,0,56,2,80.49869565,8.35,1
338,9,96,0,111,3,98.18958333,-0.006458333,1
989,13,256,0,314,4,83.08012019,6.071349159,1
220,5,64,0,72,5,98.668,0.679375,1
371,3,100,0,119,1,72.32766667,12.19136667,0
251,4,76,0,76,4,102.95,3.163026316,1
1166,9,261,0,379,4,54.55172414,13.48616858,1
1270,25,349,3,421,5,90.61230487,2.18008596,1
678,8,165,0,203,5,81.81698864,7.661045455,1
886,14,262,0,275,5,99.04229008,3.381417666,1
87,2,24,0,28,3,95.955,1.13625,1
419,7,129,0,136,1,98.93930233,2.627929125,1
231,5,70,0,73,2,104.3992857,0.651,1
78,2,23,0,28,5,92.17119565,-0.18173913,1
124,4,33,0,41,1,93.35215909,-0.132878788,1
148,2,39,0,50,5,78.58096154,5.662564103,1
574,8,160,1,198,3,81.8425,4.964875,1
858,10,231,0,270,5,84.50538312,7.094285714,1
442,4,122,0,139,5,79.48897541,10.37688525,1
849,12,238,0,283,5,86.10836835,4.788893557,1
111,2,31,3,34,5,98.31540323,2.683548387,1
570,5,159,0,188,3,74.52781132,10.85301887,1
656,10,193,0,221,2,90.37192487,3.753264249,0
522,10,131,3,162,4,88.91865267,3.330229008,1
494,5,127,0,165,5,71.14061417,9.046220472,1
110,2,32,0,38,5,90.1325,2.279375,1
1160,7,321,1,339,4,70.94607477,18.01321317,1
1145,10,325,0,375,3,76.23211538,10.92046154,1
163,4,42,0,50,2,95.46321429,1.555952381,0
118,2,32,0,35,5,98.06375,3.421875,1
85,2,25,0,28,1,99.3955,0.358,0
173,1,52,1,60,5,56.43961538,19.77403846,0
91,2,23,0,33,5,73.7798913,2.401304348,1
279,4,71,0,85,5,87.53705986,5.403169014,0
606,14,182,1,194,1,103.461978,0.286593407,1
198,3,54,0,66,3,85.165,4.326666667,1
78,2,25,0,24,5,112.9315,-0.9216,0
63,1,22,0,24,3,92.21409091,2.656818182,0
683,10,181,0,235,3,78.62372099,4.86480663,0
1905,16,482,5,588,4,73.05314575,11.69442946,1
1021,11,268,1,321,5,80.77531208,8.162154003,0
302,6,87,0,96,5,98.76577586,1.683678161,1
149,3,33,0,46,5,77.74272727,4.704242424,1
501,4,133,0,138,5,85.30579887,12.40981203,0
73,1,23,0,25,5,91.53347826,4.574782609,0
350,5,100,0,102,2,100.243,4.565,1
168,3,48,0,54,4,95.42,2.565,1
363,4,95,0,120,5,75.86559211,7.907210526,1
986,11,258,0,307,4,82.3611945,7.762466526,1
1001,14,257,0,337,1,77.26786965,5.548454697,1
471,7,135,4,151,1,92.63333333,4.157079365,1
311,2,88,0,101,5,65.07727273,16.72079545,0
734,8,176,0,236,5,71.06409091,8.628977273,1
366,3,81,1,118,4,56.18555556,12.71962963,1
147,5,49,0,43,3,122.6471837,-2.82,0
122,1,31,0,39,4,68.93774194,12.05516129,1
190,3,50,0,57,5,93.47433333,4.269333333,1
594,7,145,0,181,5,80.20586207,7.648384236,1
315,2,93,0,96,5,72.30846774,17.29903226,1
424,6,108,0,141,5,78.115,5.511481481,1
351,4,90,0,106,5,84.3575,7.643,1
912,11,241,0,292,2,82.09436816,6.818487363,1
80,2,23,2,28,5,92.17119565,0.215652174,0
177,3,52,0,61,1,89.99935897,2.79224359,1
314,2,70,0,96,5,55.28714286,16.56971429,1
155,3,43,0,52,5,89.97968992,2.209922481,1
180,3,50,1,62,1,85.01433333,3.355333333,1
475,8,104,0,150,5,71.62076923,5.942596154,1
838,11,213,0,284,3,74.38090909,6.231442595,1
478,6,135,0,152,5,88.74416667,6.001185185,1
861,5,227,0,271,5,59.75576211,18.60378855,0
394,5,101,0,124,4,82.46665347,6.497524752,1
426,9,122,6,134,5,100.1547996,1.305318761,1
888,6,242,1,263,5,73.95534435,15.50592287,1
484,5,127,0,150,4,81.13274016,8.686377953,1
1265,15,351,0,400,5,86.67374359,6.74022792,1
118,3,34,0,38,5,100.7787255,0.097254902,1
631,8,168,0,164,2,102.9342857,6.234702381,1
142,1,45,0,49,1,69.04,15.49088889,0
771,8,209,0,234,4,85.59850778,8.491208134,1
575,5,130,0,184,4,60.70346154,11.78346154,1
4127,71,1129,13,1262,3,96.12890567,3.226098379,1
421,6,110,0,114,5,100.550303,5.22730303,1
739,11,226,2,230,4,99.8840185,3.786222848,1
113,2,36,0,41,4,92.215,1.914722222,0
369,3,101,0,80,3,105.6534323,12.09966997,1
215,3,52,2,70,5,75.35705128,6.131858974,0
1839,7,442,1,588,3,30.20020362,29.15552359,1
396,3,108,0,127,3,70.81166667,13.32666667,0
733,5,182,0,240,3,58.32856044,15.17554945,1
551,9,162,0,180,3,94.565,3.113641975,0
286,4,73,0,93,1,80.53316781,5.599383562,1
524,9,140,0,174,5,85.90039683,3.452634921,1
190,3,51,0,60,5,90.05058824,4.095490196,1
189,2,49,0,60,5,78.37566327,8.447142857,1
614,4,152,0,197,5,58.61894737,16.03039474,1
216,4,70,0,70,5,104.4725,1.421714286,1
226,3,52,0,62,5,88.3724359,7.098589744,1
566,6,135,0,195,5,61.7975,8.980148148,1
434,4,110,0,148,1,65.09704545,10.35072727,0
1298,16,349,2,401,5,87.49015491,6.472983524,1
627,11,189,0,206,4,97.18593074,2.321702742,1
475,8,130,0,155,5,89.47201923,3.393076923,0
89,2,30,0,31,5,104.19,-0.372333333,0
304,3,82,0,97,4,79.01605691,9.179105691,1
308,4,92,0,99,1,92.45304348,5.369565217,1
618,5,162,1,181,5,79.42677778,12.2037037,1
804,9,198,0,259,5,73.84136364,8.126969697,1
532,9,145,0,169,1,91.8794636,3.392727969,0
128,3,37,0,48,5,84.56531532,0.546396396,1
144,1,37,1,48,5,59.52864865,14.85594595,1
189,5,50,0,56,5,101.933,0.8446,0
1607,15,395,1,526,4,67.44945148,10.32904641,1
3797,35,1052,0,1103,4,87.6256692,10.09314367,1
346,5,104,0,116,2,91.36146154,4.174038462,0
585,7,152,1,187,3,80.71473684,7.015629699,0
501,7,136,0,156,1,90.07382353,5.119359244,0
266,3,69,0,84,5,80.49869565,7.687681159,1
156,2,43,0,52,5,82.70552326,5.899534884,1
935,7,259,0,307,3,69.00123552,13.56787645,1
167,6,45,0,45,1,114.6225,-0.720222222,1
155,2,43,0,50,4,86.64040698,5.793255814,1
245,5,67,0,72,5,102.3205672,1.98119403,1
437,6,126,0,156,2,80.77714286,4.919920635,0
